source,target,type,impact_score,mitigation
CVE-2022-8155,IT-04564,TARGETS,0.75,Isoler IT-04564 et appliquer les correctifs pour CVE-2022-8155.
CVE-2023-2315,IT-04930,TARGETS,0.97,Isoler IT-04930 et appliquer les correctifs pour CVE-2023-2315.
CVE-2020-6744,IT-05622,TARGETS,0.77,Isoler IT-05622 et appliquer les correctifs pour CVE-2020-6744.
T1356,IT-06202,TARGETS,0.83,Isoler IT-06202 et appliquer les correctifs pour T1356.
CVE-2021-7778,IT-05551,TARGETS,0.87,Isoler IT-05551 et appliquer les correctifs pour CVE-2021-7778.
T2969,IT-07752,TARGETS,0.82,Isoler IT-07752 et appliquer les correctifs pour T2969.
CVE-2020-4170,IT-01373,TARGETS,0.6,Isoler IT-01373 et appliquer les correctifs pour CVE-2020-4170.
CVE-2025-1057,IT-00549,TARGETS,0.77,Isoler IT-00549 et appliquer les correctifs pour CVE-2025-1057.
CVE-2021-1417,IT-03553,TARGETS,0.51,Isoler IT-03553 et appliquer les correctifs pour CVE-2021-1417.
T1783,IT-02116,TARGETS,0.5,Isoler IT-02116 et appliquer les correctifs pour T1783.
CVE-2025-3636,IT-01669,TARGETS,0.75,Isoler IT-01669 et appliquer les correctifs pour CVE-2025-3636.
CVE-2022-2779,IT-00536,TARGETS,0.81,Isoler IT-00536 et appliquer les correctifs pour CVE-2022-2779.
CVE-2021-3007,IT-09555,TARGETS,0.66,Isoler IT-09555 et appliquer les correctifs pour CVE-2021-3007.
T4306,IT-04816,TARGETS,0.94,Isoler IT-04816 et appliquer les correctifs pour T4306.
CVE-2024-9019,IT-03531,TARGETS,0.63,Isoler IT-03531 et appliquer les correctifs pour CVE-2024-9019.
CVE-2020-7509,IT-00327,TARGETS,0.6,Isoler IT-00327 et appliquer les correctifs pour CVE-2020-7509.
T4285,IT-00695,TARGETS,0.77,Isoler IT-00695 et appliquer les correctifs pour T4285.
T9725,IT-04740,TARGETS,0.6,Isoler IT-04740 et appliquer les correctifs pour T9725.
CVE-2022-3817,IT-04984,TARGETS,0.78,Isoler IT-04984 et appliquer les correctifs pour CVE-2022-3817.
T1796,IT-01636,TARGETS,0.64,Isoler IT-01636 et appliquer les correctifs pour T1796.
CVE-2021-7872,IT-03051,TARGETS,0.67,Isoler IT-03051 et appliquer les correctifs pour CVE-2021-7872.
CVE-2021-5946,IT-07881,TARGETS,0.71,Isoler IT-07881 et appliquer les correctifs pour CVE-2021-5946.
T1003,IT-05357,TARGETS,0.58,Isoler IT-05357 et appliquer les correctifs pour T1003.
CVE-2020-5223,IT-08054,TARGETS,0.5,Isoler IT-08054 et appliquer les correctifs pour CVE-2020-5223.
T8746,IT-06659,TARGETS,0.72,Isoler IT-06659 et appliquer les correctifs pour T8746.
T3929,IT-02496,TARGETS,0.87,Isoler IT-02496 et appliquer les correctifs pour T3929.
T6291,IT-06956,TARGETS,0.67,Isoler IT-06956 et appliquer les correctifs pour T6291.
CVE-2021-1514,IT-04329,TARGETS,0.84,Isoler IT-04329 et appliquer les correctifs pour CVE-2021-1514.
T8943,IT-05097,TARGETS,0.81,Isoler IT-05097 et appliquer les correctifs pour T8943.
CVE-2024-5030,IT-05505,TARGETS,0.58,Isoler IT-05505 et appliquer les correctifs pour CVE-2024-5030.
T8362,IT-00185,TARGETS,0.9,Isoler IT-00185 et appliquer les correctifs pour T8362.
CVE-2024-3260,IT-01070,TARGETS,0.56,Isoler IT-01070 et appliquer les correctifs pour CVE-2024-3260.
T3630,IT-07869,TARGETS,0.88,Isoler IT-07869 et appliquer les correctifs pour T3630.
CVE-2025-1692,IT-00102,TARGETS,0.68,Isoler IT-00102 et appliquer les correctifs pour CVE-2025-1692.
CVE-2021-4559,IT-07068,TARGETS,0.73,Isoler IT-07068 et appliquer les correctifs pour CVE-2021-4559.
T2626,IT-08240,TARGETS,0.85,Isoler IT-08240 et appliquer les correctifs pour T2626.
CVE-2021-3094,IT-02426,TARGETS,0.78,Isoler IT-02426 et appliquer les correctifs pour CVE-2021-3094.
CVE-2021-5946,IT-04115,TARGETS,0.97,Isoler IT-04115 et appliquer les correctifs pour CVE-2021-5946.
T1340,IT-07504,TARGETS,0.81,Isoler IT-07504 et appliquer les correctifs pour T1340.
T2451,IT-07055,TARGETS,0.56,Isoler IT-07055 et appliquer les correctifs pour T2451.
CVE-2021-3526,IT-07445,TARGETS,0.57,Isoler IT-07445 et appliquer les correctifs pour CVE-2021-3526.
T2760,IT-08526,TARGETS,0.92,Isoler IT-08526 et appliquer les correctifs pour T2760.
T6738,IT-01266,TARGETS,0.97,Isoler IT-01266 et appliquer les correctifs pour T6738.
T1003,IT-04705,TARGETS,0.68,Isoler IT-04705 et appliquer les correctifs pour T1003.
CVE-2025-3249,IT-07853,TARGETS,0.59,Isoler IT-07853 et appliquer les correctifs pour CVE-2025-3249.
CVE-2020-6031,IT-05204,TARGETS,0.98,Isoler IT-05204 et appliquer les correctifs pour CVE-2020-6031.
T5088,IT-07022,TARGETS,0.63,Isoler IT-07022 et appliquer les correctifs pour T5088.
CVE-2021-6596,IT-07036,TARGETS,0.73,Isoler IT-07036 et appliquer les correctifs pour CVE-2021-6596.
T8770,IT-01465,TARGETS,0.94,Isoler IT-01465 et appliquer les correctifs pour T8770.
T3143,IT-06687,TARGETS,0.63,Isoler IT-06687 et appliquer les correctifs pour T3143.
CVE-2023-6749,IT-01750,TARGETS,0.85,Isoler IT-01750 et appliquer les correctifs pour CVE-2023-6749.
T4118,IT-00261,TARGETS,0.6,Isoler IT-00261 et appliquer les correctifs pour T4118.
T8838,IT-04908,TARGETS,0.61,Isoler IT-04908 et appliquer les correctifs pour T8838.
CVE-2025-8585,IT-07324,TARGETS,0.92,Isoler IT-07324 et appliquer les correctifs pour CVE-2025-8585.
CVE-2021-2607,IT-03858,TARGETS,0.88,Isoler IT-03858 et appliquer les correctifs pour CVE-2021-2607.
T2650,IT-01944,TARGETS,0.6,Isoler IT-01944 et appliquer les correctifs pour T2650.
T1796,IT-03740,TARGETS,0.66,Isoler IT-03740 et appliquer les correctifs pour T1796.
CVE-2023-5251,IT-01791,TARGETS,0.57,Isoler IT-01791 et appliquer les correctifs pour CVE-2023-5251.
T1474,IT-08593,TARGETS,0.69,Isoler IT-08593 et appliquer les correctifs pour T1474.
T6671,IT-05970,TARGETS,0.8,Isoler IT-05970 et appliquer les correctifs pour T6671.
CVE-2021-3546,IT-05552,TARGETS,0.66,Isoler IT-05552 et appliquer les correctifs pour CVE-2021-3546.
CVE-2024-3600,IT-09935,TARGETS,0.95,Isoler IT-09935 et appliquer les correctifs pour CVE-2024-3600.
CVE-2022-1760,IT-03282,TARGETS,0.97,Isoler IT-03282 et appliquer les correctifs pour CVE-2022-1760.
CVE-2025-7460,IT-04434,TARGETS,0.99,Isoler IT-04434 et appliquer les correctifs pour CVE-2025-7460.
T1168,IT-05993,TARGETS,0.85,Isoler IT-05993 et appliquer les correctifs pour T1168.
CVE-2022-2281,IT-07826,TARGETS,0.84,Isoler IT-07826 et appliquer les correctifs pour CVE-2022-2281.
T1800,IT-03522,TARGETS,0.81,Isoler IT-03522 et appliquer les correctifs pour T1800.
T5608,IT-06079,TARGETS,0.97,Isoler IT-06079 et appliquer les correctifs pour T5608.
CVE-2025-1625,IT-05538,TARGETS,0.82,Isoler IT-05538 et appliquer les correctifs pour CVE-2025-1625.
T7496,IT-06190,TARGETS,0.95,Isoler IT-06190 et appliquer les correctifs pour T7496.
T7152,IT-00767,TARGETS,0.8,Isoler IT-00767 et appliquer les correctifs pour T7152.
T2553,IT-04346,TARGETS,0.56,Isoler IT-04346 et appliquer les correctifs pour T2553.
CVE-2020-7538,IT-06815,TARGETS,0.71,Isoler IT-06815 et appliquer les correctifs pour CVE-2020-7538.
T1588,IT-09665,TARGETS,0.91,Isoler IT-09665 et appliquer les correctifs pour T1588.
CVE-2020-9680,IT-08685,TARGETS,0.72,Isoler IT-08685 et appliquer les correctifs pour CVE-2020-9680.
T8474,IT-05129,TARGETS,0.82,Isoler IT-05129 et appliquer les correctifs pour T8474.
T6181,IT-04726,TARGETS,0.66,Isoler IT-04726 et appliquer les correctifs pour T6181.
CVE-2024-6405,IT-03654,TARGETS,0.85,Isoler IT-03654 et appliquer les correctifs pour CVE-2024-6405.
CVE-2022-7470,IT-06242,TARGETS,0.98,Isoler IT-06242 et appliquer les correctifs pour CVE-2022-7470.
CVE-2021-9210,IT-02170,TARGETS,0.62,Isoler IT-02170 et appliquer les correctifs pour CVE-2021-9210.
T3763,IT-08747,TARGETS,0.97,Isoler IT-08747 et appliquer les correctifs pour T3763.
CVE-2025-9261,IT-03469,TARGETS,0.91,Isoler IT-03469 et appliquer les correctifs pour CVE-2025-9261.
T1199,IT-02412,TARGETS,0.76,Isoler IT-02412 et appliquer les correctifs pour T1199.
T3287,IT-02385,TARGETS,0.75,Isoler IT-02385 et appliquer les correctifs pour T3287.
T1340,IT-01976,TARGETS,0.78,Isoler IT-01976 et appliquer les correctifs pour T1340.
CVE-2024-4990,IT-07261,TARGETS,0.93,Isoler IT-07261 et appliquer les correctifs pour CVE-2024-4990.
CVE-2020-1625,IT-05342,TARGETS,0.87,Isoler IT-05342 et appliquer les correctifs pour CVE-2020-1625.
T1992,IT-02262,TARGETS,0.55,Isoler IT-02262 et appliquer les correctifs pour T1992.
T2760,IT-00512,TARGETS,0.66,Isoler IT-00512 et appliquer les correctifs pour T2760.
CVE-2021-7138,IT-02275,TARGETS,0.52,Isoler IT-02275 et appliquer les correctifs pour CVE-2021-7138.
CVE-2021-21972,IT-04366,TARGETS,0.58,Isoler IT-04366 et appliquer les correctifs pour CVE-2021-21972.
CVE-2022-9768,IT-07903,TARGETS,0.67,Isoler IT-07903 et appliquer les correctifs pour CVE-2022-9768.
T6140,IT-02661,TARGETS,0.99,Isoler IT-02661 et appliquer les correctifs pour T6140.
T4130,IT-02184,TARGETS,0.62,Isoler IT-02184 et appliquer les correctifs pour T4130.
T8216,IT-05451,TARGETS,0.76,Isoler IT-05451 et appliquer les correctifs pour T8216.
T5351,IT-03988,TARGETS,0.86,Isoler IT-03988 et appliquer les correctifs pour T5351.
CVE-2023-7630,IT-04624,TARGETS,0.71,Isoler IT-04624 et appliquer les correctifs pour CVE-2023-7630.
T5340,IT-06702,TARGETS,0.87,Isoler IT-06702 et appliquer les correctifs pour T5340.
CVE-2022-7470,IT-08236,TARGETS,0.7,Isoler IT-08236 et appliquer les correctifs pour CVE-2022-7470.
T8522,IT-08926,TARGETS,0.7,Isoler IT-08926 et appliquer les correctifs pour T8522.
CVE-2025-1551,IT-00572,TARGETS,0.79,Isoler IT-00572 et appliquer les correctifs pour CVE-2025-1551.
CVE-2021-2671,IT-04322,TARGETS,0.69,Isoler IT-04322 et appliquer les correctifs pour CVE-2021-2671.
CVE-2020-9736,IT-05062,TARGETS,0.81,Isoler IT-05062 et appliquer les correctifs pour CVE-2020-9736.
CVE-2023-2962,IT-05313,TARGETS,0.88,Isoler IT-05313 et appliquer les correctifs pour CVE-2023-2962.
T7579,IT-06347,TARGETS,0.9,Isoler IT-06347 et appliquer les correctifs pour T7579.
CVE-2017-0144,IT-07017,TARGETS,0.99,Isoler IT-07017 et appliquer les correctifs pour CVE-2017-0144.
T9113,IT-06546,TARGETS,0.97,Isoler IT-06546 et appliquer les correctifs pour T9113.
CVE-2023-3544,IT-02991,TARGETS,0.95,Isoler IT-02991 et appliquer les correctifs pour CVE-2023-3544.
T9884,IT-07036,TARGETS,0.69,Isoler IT-07036 et appliquer les correctifs pour T9884.
T7279,IT-03598,TARGETS,0.89,Isoler IT-03598 et appliquer les correctifs pour T7279.
T9701,IT-05227,TARGETS,0.74,Isoler IT-05227 et appliquer les correctifs pour T9701.
CVE-2024-2871,IT-08290,TARGETS,0.66,Isoler IT-08290 et appliquer les correctifs pour CVE-2024-2871.
CVE-2020-6340,IT-08402,TARGETS,0.68,Isoler IT-08402 et appliquer les correctifs pour CVE-2020-6340.
CVE-2025-8643,IT-06116,TARGETS,0.68,Isoler IT-06116 et appliquer les correctifs pour CVE-2025-8643.
T4402,IT-00707,TARGETS,0.82,Isoler IT-00707 et appliquer les correctifs pour T4402.
CVE-2023-2730,IT-08218,TARGETS,0.68,Isoler IT-08218 et appliquer les correctifs pour CVE-2023-2730.
CVE-2020-6163,IT-05548,TARGETS,0.63,Isoler IT-05548 et appliquer les correctifs pour CVE-2020-6163.
CVE-2023-1066,IT-04540,TARGETS,0.67,Isoler IT-04540 et appliquer les correctifs pour CVE-2023-1066.
CVE-2023-4955,IT-09584,TARGETS,0.6,Isoler IT-09584 et appliquer les correctifs pour CVE-2023-4955.
CVE-2023-7362,IT-02847,TARGETS,0.7,Isoler IT-02847 et appliquer les correctifs pour CVE-2023-7362.
CVE-2025-7992,IT-09126,TARGETS,0.69,Isoler IT-09126 et appliquer les correctifs pour CVE-2025-7992.
CVE-2020-1625,IT-05305,TARGETS,0.57,Isoler IT-05305 et appliquer les correctifs pour CVE-2020-1625.
T6291,IT-08710,TARGETS,0.72,Isoler IT-08710 et appliquer les correctifs pour T6291.
T3848,IT-08415,TARGETS,0.65,Isoler IT-08415 et appliquer les correctifs pour T3848.
T6323,IT-03405,TARGETS,0.57,Isoler IT-03405 et appliquer les correctifs pour T6323.
CVE-2022-8732,IT-09700,TARGETS,0.6,Isoler IT-09700 et appliquer les correctifs pour CVE-2022-8732.
T8439,IT-05442,TARGETS,0.76,Isoler IT-05442 et appliquer les correctifs pour T8439.
T1122,IT-02967,TARGETS,0.52,Isoler IT-02967 et appliquer les correctifs pour T1122.
CVE-2025-4257,IT-02276,TARGETS,0.7,Isoler IT-02276 et appliquer les correctifs pour CVE-2025-4257.
T5665,IT-08658,TARGETS,0.61,Isoler IT-08658 et appliquer les correctifs pour T5665.
T7055,IT-09885,TARGETS,0.64,Isoler IT-09885 et appliquer les correctifs pour T7055.
T3851,IT-01225,TARGETS,0.61,Isoler IT-01225 et appliquer les correctifs pour T3851.
T6353,IT-08348,TARGETS,0.82,Isoler IT-08348 et appliquer les correctifs pour T6353.
T9840,IT-05786,TARGETS,0.6,Isoler IT-05786 et appliquer les correctifs pour T9840.
T3029,IT-00119,TARGETS,0.72,Isoler IT-00119 et appliquer les correctifs pour T3029.
CVE-2020-5921,IT-06483,TARGETS,0.59,Isoler IT-06483 et appliquer les correctifs pour CVE-2020-5921.
CVE-2024-2766,IT-08900,TARGETS,0.6,Isoler IT-08900 et appliquer les correctifs pour CVE-2024-2766.
T7606,IT-07003,TARGETS,0.59,Isoler IT-07003 et appliquer les correctifs pour T7606.
T1358,IT-05065,TARGETS,0.78,Isoler IT-05065 et appliquer les correctifs pour T1358.
CVE-2025-9634,IT-05681,TARGETS,0.68,Isoler IT-05681 et appliquer les correctifs pour CVE-2025-9634.
CVE-2020-5591,IT-03671,TARGETS,0.53,Isoler IT-03671 et appliquer les correctifs pour CVE-2020-5591.
CVE-2025-7941,IT-00301,TARGETS,0.95,Isoler IT-00301 et appliquer les correctifs pour CVE-2025-7941.
T7288,IT-07811,TARGETS,0.6,Isoler IT-07811 et appliquer les correctifs pour T7288.
CVE-2025-1692,IT-08480,TARGETS,0.98,Isoler IT-08480 et appliquer les correctifs pour CVE-2025-1692.
CVE-2024-2862,IT-08344,TARGETS,0.94,Isoler IT-08344 et appliquer les correctifs pour CVE-2024-2862.
CVE-2024-3872,IT-06270,TARGETS,0.85,Isoler IT-06270 et appliquer les correctifs pour CVE-2024-3872.
CVE-2020-1855,IT-03847,TARGETS,0.74,Isoler IT-03847 et appliquer les correctifs pour CVE-2020-1855.
T6262,IT-08305,TARGETS,0.8,Isoler IT-08305 et appliquer les correctifs pour T6262.
T1903,IT-02739,TARGETS,0.92,Isoler IT-02739 et appliquer les correctifs pour T1903.
T5824,IT-02175,TARGETS,0.91,Isoler IT-02175 et appliquer les correctifs pour T5824.
CVE-2024-1054,IT-01391,TARGETS,0.98,Isoler IT-01391 et appliquer les correctifs pour CVE-2024-1054.
CVE-2024-2960,IT-09164,TARGETS,0.69,Isoler IT-09164 et appliquer les correctifs pour CVE-2024-2960.
CVE-2022-9850,IT-04071,TARGETS,0.85,Isoler IT-04071 et appliquer les correctifs pour CVE-2022-9850.
T8533,IT-01056,TARGETS,0.87,Isoler IT-01056 et appliquer les correctifs pour T8533.
T4012,IT-09347,TARGETS,0.74,Isoler IT-09347 et appliquer les correctifs pour T4012.
CVE-2021-6901,IT-03994,TARGETS,0.79,Isoler IT-03994 et appliquer les correctifs pour CVE-2021-6901.
CVE-2021-8045,IT-01403,TARGETS,0.85,Isoler IT-01403 et appliquer les correctifs pour CVE-2021-8045.
CVE-2020-5857,IT-09133,TARGETS,0.6,Isoler IT-09133 et appliquer les correctifs pour CVE-2020-5857.
CVE-2025-8109,IT-09354,TARGETS,0.65,Isoler IT-09354 et appliquer les correctifs pour CVE-2025-8109.
CVE-2021-6427,IT-04048,TARGETS,0.62,Isoler IT-04048 et appliquer les correctifs pour CVE-2021-6427.
T9813,IT-09814,TARGETS,0.55,Isoler IT-09814 et appliquer les correctifs pour T9813.
T3515,IT-01170,TARGETS,0.59,Isoler IT-01170 et appliquer les correctifs pour T3515.
T6420,IT-02595,TARGETS,0.93,Isoler IT-02595 et appliquer les correctifs pour T6420.
T5970,IT-01375,TARGETS,0.83,Isoler IT-01375 et appliquer les correctifs pour T5970.
T2058,IT-06235,TARGETS,0.73,Isoler IT-06235 et appliquer les correctifs pour T2058.
CVE-2023-5251,IT-03779,TARGETS,0.76,Isoler IT-03779 et appliquer les correctifs pour CVE-2023-5251.
CVE-2025-8803,IT-03222,TARGETS,0.6,Isoler IT-03222 et appliquer les correctifs pour CVE-2025-8803.
T3763,IT-01811,TARGETS,0.84,Isoler IT-01811 et appliquer les correctifs pour T3763.
CVE-2025-9528,IT-01273,TARGETS,0.62,Isoler IT-01273 et appliquer les correctifs pour CVE-2025-9528.
CVE-2024-3778,IT-01938,TARGETS,0.91,Isoler IT-01938 et appliquer les correctifs pour CVE-2024-3778.
T4504,IT-04187,TARGETS,0.51,Isoler IT-04187 et appliquer les correctifs pour T4504.
T8343,IT-04392,TARGETS,0.98,Isoler IT-04392 et appliquer les correctifs pour T8343.
T9331,IT-01969,TARGETS,0.7,Isoler IT-01969 et appliquer les correctifs pour T9331.
CVE-2024-3239,IT-03659,TARGETS,0.64,Isoler IT-03659 et appliquer les correctifs pour CVE-2024-3239.
CVE-2020-5534,IT-00487,TARGETS,0.88,Isoler IT-00487 et appliquer les correctifs pour CVE-2020-5534.
CVE-2021-2434,IT-07503,TARGETS,0.54,Isoler IT-07503 et appliquer les correctifs pour CVE-2021-2434.
T9797,IT-07308,TARGETS,0.6,Isoler IT-07308 et appliquer les correctifs pour T9797.
T7355,IT-02414,TARGETS,0.59,Isoler IT-02414 et appliquer les correctifs pour T7355.
T4359,IT-00963,TARGETS,0.59,Isoler IT-00963 et appliquer les correctifs pour T4359.
CVE-2024-2304,IT-03896,TARGETS,0.78,Isoler IT-03896 et appliquer les correctifs pour CVE-2024-2304.
CVE-2021-2920,IT-02381,TARGETS,0.75,Isoler IT-02381 et appliquer les correctifs pour CVE-2021-2920.
T3500,IT-00375,TARGETS,0.81,Isoler IT-00375 et appliquer les correctifs pour T3500.
CVE-2023-4339,IT-09175,TARGETS,0.51,Isoler IT-09175 et appliquer les correctifs pour CVE-2023-4339.
CVE-2022-3458,IT-02664,TARGETS,0.96,Isoler IT-02664 et appliquer les correctifs pour CVE-2022-3458.
T5665,IT-09205,TARGETS,0.58,Isoler IT-09205 et appliquer les correctifs pour T5665.
CVE-2021-7369,IT-09622,TARGETS,0.92,Isoler IT-09622 et appliquer les correctifs pour CVE-2021-7369.
CVE-2023-4208,IT-05855,TARGETS,0.77,Isoler IT-05855 et appliquer les correctifs pour CVE-2023-4208.
CVE-2021-1607,IT-01741,TARGETS,0.74,Isoler IT-01741 et appliquer les correctifs pour CVE-2021-1607.
T7150,IT-07310,TARGETS,0.62,Isoler IT-07310 et appliquer les correctifs pour T7150.
T4130,IT-00378,TARGETS,0.98,Isoler IT-00378 et appliquer les correctifs pour T4130.
T8439,IT-05491,TARGETS,0.92,Isoler IT-05491 et appliquer les correctifs pour T8439.
CVE-2023-3063,IT-00767,TARGETS,0.9,Isoler IT-00767 et appliquer les correctifs pour CVE-2023-3063.
T5766,IT-08073,TARGETS,0.56,Isoler IT-08073 et appliquer les correctifs pour T5766.
T6421,IT-02801,TARGETS,0.77,Isoler IT-02801 et appliquer les correctifs pour T6421.
CVE-2024-4848,IT-02991,TARGETS,0.9,Isoler IT-02991 et appliquer les correctifs pour CVE-2024-4848.
CVE-2022-1680,IT-00126,TARGETS,0.74,Isoler IT-00126 et appliquer les correctifs pour CVE-2022-1680.
T6181,IT-07037,TARGETS,0.84,Isoler IT-07037 et appliquer les correctifs pour T6181.
CVE-2024-9429,IT-04865,TARGETS,0.59,Isoler IT-04865 et appliquer les correctifs pour CVE-2024-9429.
T7012,IT-01748,TARGETS,0.96,Isoler IT-01748 et appliquer les correctifs pour T7012.
CVE-2020-2752,IT-07140,TARGETS,0.85,Isoler IT-07140 et appliquer les correctifs pour CVE-2020-2752.
T5839,IT-00288,TARGETS,0.94,Isoler IT-00288 et appliquer les correctifs pour T5839.
T3071,IT-06873,TARGETS,0.53,Isoler IT-06873 et appliquer les correctifs pour T3071.
T9770,IT-00048,TARGETS,0.61,Isoler IT-00048 et appliquer les correctifs pour T9770.
T3706,IT-07792,TARGETS,0.62,Isoler IT-07792 et appliquer les correctifs pour T3706.
CVE-2021-1417,IT-02660,TARGETS,0.9,Isoler IT-02660 et appliquer les correctifs pour CVE-2021-1417.
CVE-2020-4304,IT-07015,TARGETS,0.51,Isoler IT-07015 et appliquer les correctifs pour CVE-2020-4304.
T1267,IT-04452,TARGETS,0.81,Isoler IT-04452 et appliquer les correctifs pour T1267.
CVE-2020-4975,IT-07235,TARGETS,0.52,Isoler IT-07235 et appliquer les correctifs pour CVE-2020-4975.
T5464,IT-08711,TARGETS,0.68,Isoler IT-08711 et appliquer les correctifs pour T5464.
T2452,IT-02798,TARGETS,0.93,Isoler IT-02798 et appliquer les correctifs pour T2452.
T6291,IT-06180,TARGETS,0.95,Isoler IT-06180 et appliquer les correctifs pour T6291.
T3310,IT-08536,TARGETS,0.93,Isoler IT-08536 et appliquer les correctifs pour T3310.
CVE-2025-1057,IT-07431,TARGETS,0.87,Isoler IT-07431 et appliquer les correctifs pour CVE-2025-1057.
CVE-2021-6988,IT-02461,TARGETS,0.85,Isoler IT-02461 et appliquer les correctifs pour CVE-2021-6988.
T6603,IT-02452,TARGETS,0.75,Isoler IT-02452 et appliquer les correctifs pour T6603.
CVE-2022-1760,IT-00126,TARGETS,0.92,Isoler IT-00126 et appliquer les correctifs pour CVE-2022-1760.
T4478,IT-04949,TARGETS,0.76,Isoler IT-04949 et appliquer les correctifs pour T4478.
CVE-2021-2607,IT-05080,TARGETS,0.58,Isoler IT-05080 et appliquer les correctifs pour CVE-2021-2607.
T6486,IT-01095,TARGETS,0.87,Isoler IT-01095 et appliquer les correctifs pour T6486.
T2954,IT-03426,TARGETS,0.76,Isoler IT-03426 et appliquer les correctifs pour T2954.
CVE-2025-7487,IT-05324,TARGETS,0.56,Isoler IT-05324 et appliquer les correctifs pour CVE-2025-7487.
